,molecule_chembl_id,IC50,smiles,pIC50,ROMol
1077,CHEMBL261713,97.2,O=C(NO)[C@@H](Cc1ccc2ccccc2c1)NS(=O)(=O)c1ccc2ccccc2c1,7.012333735073725,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba4f90>
1078,CHEMBL4790362,98.0,CCCC[C@H](N)C(=O)N[C@@H]1C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)C1,7.008773924307505,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5000>
1079,CHEMBL5198463,98.0,O=C(NO)C1(S(=O)(=O)c2ccc(-n3cc(-c4ccc(-c5ccccc5)cc4)nn3)cc2)CCOCC1,7.008773924307505,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5070>
1080,CHEMBL573714,98.0,COc1ccc(S(=O)(=O)c2ccccc2CC(=O)NO)cc1,7.008773924307505,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba50e0>
1081,CHEMBL148171,100.0,COc1cc2c(cc1O)CCN(S(=O)(=O)c1ccccc1)C2C(=O)NO,7.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5150>
1082,CHEMBL2385451,100.0,COc1ccc(Oc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)cc2)cc1,7.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba51c0>
1083,CHEMBL252627,100.0,O=C(O[C@H]1CCOC1)N1CCC(CS(=O)(=O)N2CCC(c3ccccc3F)CC2)(C(=O)NO)CC1,7.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5230>
1084,CHEMBL2088993,100.0,O=C(N[C@@H]1C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(Cl)c(Cl)c2)C1)c1cccs1,7.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba52a0>
1085,CHEMBL289222,100.0,CC#CCOc1ccc(S(=O)(=O)N(C)c2c(C(=O)NO)cnc3c2c(C)nn3C)cc1,7.0,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5310>
1086,CHEMBL348755,101.0,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)Nc1ccccc1,6.995678626217357,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5380>
1088,CHEMBL211037,101.0,COc1ccc(C(=O)Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,6.995678626217357,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba53f0>
1089,CHEMBL5429762,102.0,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2nc(-c3ccc(Cn4cc(CCCF)nn4)s3)no2)cc1)C(=O)O,6.991399828238082,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5460>
1090,CHEMBL59423,102.0,NC(=O)[C@H](Cc1cccs1)NC(=O)[C@H](CS)NC(=O)c1ccc2[nH]nnc2c1,6.991399828238082,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba54d0>
1091,CHEMBL392572,103.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2Br)[C@@H](C(=O)NO)C(C)C)cc1,6.987162775294828,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5540>
1092,CHEMBL2151355,103.0,Cc1ccc(-c2ccc(C(=O)CC3(O)C(=O)NC(=O)NC3=O)cc2)cc1,6.987162775294828,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba55b0>
1093,CHEMBL429571,104.0,CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Sc2ccc(F)cc2)cc1,6.982966660701219,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5620>
1094,CHEMBL421131,104.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C)csc2C(=O)NO)cc1,6.982966660701219,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5690>
1095,CHEMBL2063429,104.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCC(CO[N+](=O)[O-])C2)C(=O)N1,6.982966660701219,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5700>
1097,CHEMBL2326363,107.0,O=C(O)Cc1ccccc1S(=O)(=O)c1ccc(-c2ccc(OCCF)cc2)cc1,6.97061622231479,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba57e0>
1098,CHEMBL80248,107.0,COc1ccc(S(=O)(=O)C(Cc2ccccc2)C(=O)NO)cc1,6.97061622231479,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5850>
1099,CHEMBL194627,108.0,CC#CCOc1ccc(S(=O)(=O)N2CCN(Cc3cccnc3)CC2C(=O)NO)cc1,6.96657624451305,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba58c0>
1100,CHEMBL2431016,110.0,O=C(CNS(=O)(=O)c1ccc(OCc2cccc(F)c2)cc1)NO,6.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5930>
1101,CHEMBL252079,110.0,COc1cccc(C2=CCN(C(=O)[C@H]3NCC4(CC4)C[C@@H]3C(=O)NO)CC2)c1,6.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba59a0>
1102,CHEMBL288750,110.0,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2nnn(-c3ccccc3)n2)cc1)C(=O)O,6.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5a10>
1103,CHEMBL561038,110.0,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,6.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5a80>
1104,CHEMBL1812932,110.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)c3ccc(Cl)nc3)CC2)C(=O)N1,6.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5af0>
1105,CHEMBL4872688,110.0,CC(C)c1ccc(-n2nnc(-c3ccc(S(=O)(=O)NCC(=O)O)cc3)n2)cc1,6.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5b60>
1106,CHEMBL94518,111.0,CC#CCSc1ccc(S(=O)(=O)N(C)CC(=O)NO)cc1,6.954677021213342,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5bd0>
1107,CHEMBL251884,111.0,Cc1cccc(C2=CCN(C(=O)[C@H]3NCC4(CC4)C[C@@H]3C(=O)NO)CC2)c1,6.954677021213342,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5c40>
1108,CHEMBL2114153,112.0,COc1ccc(S(=O)(=O)[C@](C)(Cc2ccc(OCCN3CCCCC3)cc2)C(=O)NO)cc1,6.950781977329818,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5cb0>
1109,CHEMBL373532,113.0,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CC=C(c2ccccc2)CC1,6.94692155651658,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5d20>
1110,CHEMBL379653,114.0,CC(CCN1C(=O)c2ccccc2C1=O)(C(=O)O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,6.943095148663527,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5d90>
1113,CHEMBL174641,118.0,O=C1NC(=O)C(CCO)(c2ccc(Oc3ccccc3)cc2)C(=O)N1,6.928117992693874,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5e00>
1114,CHEMBL375319,119.0,CCCCCCC(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,6.924453038607469,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5e70>
1115,CHEMBL75437,120.0,CC1(C)C(=O)NC(=O)N1CC(COc1ccc(-c2ccc(OC(F)(F)F)cc2)cc1)N(O)C=O,6.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5ee0>
1116,CHEMBL40143,120.0,CC1(C)NC(=O)N(C[C@@H](COc2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)C1=O,6.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5f50>
1117,CHEMBL4210206,120.0,COc1ccc(-c2ccc(Sc3ccccc3CC(=O)NO)cc2)cc1,6.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba5fc0>
1118,CHEMBL1812946,120.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)c3ccccc3COC(=O)c3ccccc3)CC2)C(=O)N1,6.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6030>
1119,CHEMBL80378,120.0,COc1ccc(S(=O)(=O)C(CCC(C)C)(Cc2cccnc2)C(=O)NO)cc1,6.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba60a0>
1120,CHEMBL206694,120.0,N#Cc1ccc(N2CCN(c3ccc(S(=O)(=O)C(CCN4C(=O)c5ccccc5C4=O)C(=O)O)cc3)CC2)cc1,6.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6110>
1123,CHEMBL306674,121.0,O=C1N[C@@H](CS)C(=O)N(CC2CCCCC2)[C@H]1CC1CCCCC1,6.91721462968355,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6180>
1124,CHEMBL252021,121.0,Cc1ccc(Oc2ccc(N(C[C@H](N)C(=O)NO)S(C)(=O)=O)cc2)cc1,6.91721462968355,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba61f0>
1125,CHEMBL4648603,123.0,O=C1NC(=O)C(CCCCCCC(F)CF)(Cc2ccccc2)C(=O)N1,6.910094888560602,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6260>
1126,CHEMBL158366,124.0,CNC(=O)CNC(=O)[C@H](CC(C)C)N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O,6.906578314837764,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba62d0>
1127,CHEMBL270023,124.0,CCCS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(C)cc2)cc1,6.906578314837764,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6340>
1128,CHEMBL222309,124.0,CC#CCOc1ccc(S(=O)(=O)C(C(=O)NO)c2ccccc2)cc1,6.906578314837764,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba63b0>
1129,CHEMBL69145,125.0,Cc1cc(Br)cc(C(=O)NO)c1N(C)S(=O)(=O)c1ccc(Oc2ccc(C(C)(C)C)cc2)cc1,6.903089986991944,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6420>
1130,CHEMBL80412,128.0,CCCCC(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,6.892790030352131,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6490>
1131,CHEMBL316928,130.0,CC#CCOc1ccc(S(=O)(=O)NC(C(=O)NO)C(C)(C)SCc2cccnc2)cc1,6.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6500>
1132,CHEMBL83508,130.0,COc1ccc(S(=O)(=O)NCC(=O)NO)cc1,6.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6570>
1133,CHEMBL146718,130.0,Cc1ccc(S(=O)(=O)N2CCc3cc(OCc4ccccc4)ccc3C2C(=O)NO)cc1,6.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba65e0>
1134,CHEMBL1812918,131.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCN(Cc3ccccc3)CC2)C(=O)N1,6.882728704344236,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6650>
1135,CHEMBL4791180,131.0,CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H]1C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)C1,6.882728704344236,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba66c0>
1137,CHEMBL127787,132.0,O=C(O)[C@H]1[C@H](Cn2nnc3ccccc3c2=O)CC[C@@H]1S(=O)(=O)CCc1ccc(-c2ccc(Cl)cc2)cc1,6.8794260687941495,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6730>
1139,CHEMBL79267,137.0,COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCN(C(=O)CC(C)C)CC3)cc2)cc1,6.863279432843593,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba67a0>
1140,CHEMBL104446,138.0,C=CC1[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)CC1(C)C,6.860120913598763,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6810>
1141,CHEMBL81763,138.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(C3CCCCCCC3)CC2)cc1,6.860120913598763,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6880>
1142,CHEMBL5172839,140.0,O=C(CS(=O)(=O)c1ccc(-c2ccccc2)cc1)NO,6.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba68f0>
1143,CHEMBL306158,141.0,C#CCC(CC#C)(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,6.85078088734462,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6960>
1144,CHEMBL2151358,141.0,COc1ccc(-c2ccc(C(=O)CC3(O)C(=O)NC(=O)NC3=O)cc2)cc1,6.85078088734462,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba69d0>
1146,CHEMBL307990,144.0,CCCCOc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C)cc(C)cc2C(=O)NO)cc1,6.84163750790475,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6a40>
1148,CHEMBL2063431,145.0,CN(CCO)C1(c2ccc(Oc3ccccc3)cc2)C(=O)NC(=O)NC1=O,6.838631997765026,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6ab0>
1149,CHEMBL2096852,148.0,CCCCCC[C@@H](C(=O)NO)[S@@+]([O-])c1ccc(OC)cc1,6.8297382846050425,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6b20>
1150,CHEMBL385312,148.0,CC#CCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1,6.8297382846050425,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6b90>
1151,CHEMBL102441,149.0,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCSCc2c(F)c(F)c(F)c(F)c2F)C(=O)NO)cc1,6.826813731587726,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6c00>
1152,CHEMBL288099,150.0,O=C(c1ccc(S(=O)(=O)CC(CCCc2ccccc2)C(=O)NO)cc1)c1cc[n+]([O-])cc1,6.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6c70>
1153,CHEMBL34353,150.0,O=C(NO)C(CCCc1ccccc1)CS(=O)(=O)c1ccc(Cc2ccccc2)cc1,6.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6ce0>
1154,CHEMBL452083,150.0,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)NO)CC(C)C,6.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6d50>
1155,CHEMBL71645,152.0,COc1ccc(-c2ccc(S(=O)(=O)N(Cc3cccnc3)c3c(C)cccc3C(=O)NO)cc2)cc1,6.818156412055227,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6dc0>
1156,CHEMBL2063427,152.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCC(CCO[N+](=O)[O-])CC2)C(=O)N1,6.818156412055227,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6e30>
1157,CHEMBL309105,153.0,CN(c1ccccc1C(=O)NO)S(=O)(=O)c1ccc(Oc2ccncc2)cc1,6.815308569182401,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6ea0>
1158,CHEMBL5419103,154.0,Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(CCCC(F)(F)F)[C@@H](C(=O)O)C(C)C)cc3)n2)s1,6.8124792791635365,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6f10>
1159,CHEMBL4765192,154.0,COc1ccc(S(=O)(=O)N2C[C@H](NC(=O)[C@@H](N)CCCN)C[C@@H]2C(=O)NO)cc1,6.8124792791635365,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6f80>
1160,CHEMBL1812937,155.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)CCC3CCCC3)CC2)C(=O)N1,6.809668301829708,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba6ff0>
1161,CHEMBL3794512,155.19,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccccc1NC(C)=O)CC(C)C,6.809136266871255,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7060>
1162,CHEMBL538028,157.0,COc1ccc(S(=O)(=O)N2CCCN(C(=O)CN)CC2C(=O)NO)cc1.Cl,6.804100347590767,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba70d0>
1163,CHEMBL257874,158.5,Cc1ccn(O)c(=O)c1N(C)S(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1,6.79997073344623,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7140>
1164,CHEMBL2151365,159.0,O=C1NC(=O)C(O)(CC(=O)c2ccc(-c3ccsc3)cc2)C(=O)N1,6.798602875679549,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba71b0>
1165,CHEMBL560837,160.0,COc1ccc(-c2ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)cc2)cc1,6.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7220>
1166,CHEMBL228188,160.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2cccc(Cl)c2)cc1)P(=O)(O)O,6.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7290>
1167,CHEMBL252877,160.0,CC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1C=CC(c2ccccc2)CC1,6.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7300>
1168,CHEMBL448246,160.0,CCCCCCOc1ccc(C(CC(=O)O)C(N)=O)cc1,6.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7370>
1169,CHEMBL96396,160.0,CC#CCOc1ccc(S(=O)(=O)NC(CSCc2cccnc2)C(=O)NO)cc1,6.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba73e0>
1170,CHEMBL4245382,162.0,O=C(N[C@H]1C[C@@H](C(=O)NO)N(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)C1)c1ccc2no[n+]([O-])c2c1,6.790484985457369,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7450>
1171,CHEMBL1084206,163.0,COc1cccc(N2CCN(c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)CC2)c1,6.787812395596042,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba74c0>
1172,CHEMBL177077,164.0,CCCCCCCCOc1ccc(CC2(C)C(=O)NC(=O)NC2=O)cc1,6.785156151952302,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7530>
1173,CHEMBL222714,164.0,CC#CCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(OC)cc3)CC2)cc1,6.785156151952302,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba75a0>
1174,CHEMBL18667,166.0,CC#CCOc1ccc(S(=O)(=O)N(C)c2c(C(=O)NO)cc(Br)cc2C2CCN(C)CC2)cc1,6.779891911959945,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7610>
1175,CHEMBL1090035,170.0,COc1ccc(S(=O)(=O)N(OC(C)C)[C@@H](C(=O)NO)C(C)C)cc1,6.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7680>
1176,CHEMBL228187,170.0,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2cccc(F)c2)cc1)P(=O)(O)O,6.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba76f0>
1177,CHEMBL2151362,170.0,CC(=O)c1ccc(-c2ccc(C(=O)CC3(O)C(=O)NC(=O)NC3=O)cc2)cc1,6.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7760>
1178,CHEMBL196092,170.0,CC#CCOc1ccc(S(=O)(=O)N2CCOCC2C(=O)NO)cc1,6.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba77d0>
1179,CHEMBL1812952,173.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)Cc3ccc(Cl)cc3)CC2)C(=O)N1,6.761953896871205,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7840>
1181,CHEMBL311097,176.5,COC(=O)N1CCC(C(NS(=O)(=O)c2ccc(-c3ccc(OC)cc3)cc2)C(=O)O)CC1,6.753255290276158,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba78b0>
1182,CHEMBL351363,180.0,O=C(O)[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(-c2ccccc2)cc1,6.7447274948966935,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7920>
1183,CHEMBL1770709,180.0,O=C(CCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1)Nc1ccc(OC(F)(F)F)cc1,6.7447274948966935,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7990>
1184,CHEMBL81113,181.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)C2CCCC[C@H]2C(=O)NO)cc1,6.742321425130816,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7a00>
1186,CHEMBL2096738,186.0,CCCCCC[C@@H](C(=O)NO)[S@+]([O-])c1ccc(OC)cc1,6.730487055782083,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7a70>
1187,CHEMBL319808,187.0,COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)CN3CCN(C)CC3)CC2C(=O)NO)cc1,6.7281583934635005,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7ae0>
1189,CHEMBL67590,189.0,Cc1cc(Br)cc(C(=O)NO)c1N(C)S(=O)(=O)c1ccc(-c2ccc(OCc3ccccc3)cc2)cc1,6.723538195826755,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7b50>
1190,CHEMBL323228,190.0,CC(C)(C)[C@H](NC(=O)[C@H](Cc1cnc2ccccc2c1)[C@H](O)C(=O)NO)C(N)=O,6.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7bc0>
1191,CHEMBL1093690,190.0,CC(=O)NCC[C@@H](NS(=O)(=O)c1ccc(Br)cc1)C(=O)NO,6.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7c30>
1192,CHEMBL402954,190.0,CCc1cccc(C2=CCN(C(=O)[C@H]3NCC4(CC4)C[C@@H]3C(=O)NO)CC2)c1,6.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7ca0>
1194,CHEMBL377317,191.0,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccncc3)CC2)cc1,6.718966632752272,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7d10>
1195,CHEMBL1812940,191.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)N3CCNC3=O)CC2)C(=O)N1,6.718966632752272,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7d80>
1196,CHEMBL307252,197.0,COc1ccc(S(=O)(=O)C(Cc2ccc3ccccc3c2)C(=O)NO)cc1,6.705533773838408,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7df0>
1197,CHEMBL2043294,197.0,COc1ccc(S(=O)(=O)C(Cc2cccc3ccccc23)C(=O)NO)cc1,6.705533773838408,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7e60>
1198,CHEMBL1812947,198.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)c3ccc(C(F)(F)F)nc3)CC2)C(=O)N1,6.703334809738469,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7ed0>
1199,CHEMBL323148,199.0,CN1C(=O)N(CCC(COc2ccc(-c3ccccc3)cc2)C(=O)NO)C(=O)C1(C)C,6.701146923590294,<rdkit.Chem.rdchem.Mol object at 0x7d5b99ba7f40>
1201,CHEMBL2311189,200.0,CC(C)[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(O[11CH3])cc2)cc1)C(=O)O,6.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be4040>
1202,CHEMBL181244,200.0,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,6.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be40b0>
1203,CHEMBL198100,209.0,CC#CCOc1ccc(S(=O)(=O)N2CCN(C(=O)CCCC)CC2C(=O)NO)cc1,6.679853713888946,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be4120>
1204,CHEMBL295861,210.0,CCCCOc1ccc(C#Cc2ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)s2)cc1,6.6777807052660805,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be4190>
1205,CHEMBL50445,210.0,CCCCc1ccc(C#Cc2ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)s2)cc1,6.6777807052660805,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be4200>
1206,CHEMBL2063428,212.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCC(CO[N+](=O)[O-])CC2)C(=O)N1,6.673664139071248,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be4270>
1207,CHEMBL1812958,214.0,Cn1nc(C(=O)N2CCCN(C3(c4ccc(Oc5ccccc5)cc4)C(=O)NC(=O)NC3=O)CC2)c2ccccc21,6.669586226650809,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be42e0>
1208,CHEMBL1812942,215.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)c3sc4cc(F)ccc4c3Cl)CC2)C(=O)N1,6.667561540084394,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be4350>
1209,CHEMBL318795,221.0,O=C(NO)C(CCCN1C(=O)c2ccccc2C1=O)COc1ccc(-c2ccccc2)cc1,6.655607726314889,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be43c0>
1210,CHEMBL370825,221.0,CC#CCOc1ccc(S(=O)(=O)N2CCN(C(=O)N(CC)CC)CC2C(=O)NO)cc1,6.655607726314889,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be4430>
1212,CHEMBL317624,224.0,CC#CCOc1ccc(S(=O)(=O)N[C@@H](C(=O)NO)C(C)(C)C)cc1,6.649751981665837,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be44a0>
1213,CHEMBL97790,228.0,CC#CCOc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(C)=O)CC2C(=O)NO)cc1,6.642065152999546,<rdkit.Chem.rdchem.Mol object at 0x7d5b99be4510>
