,molecule_chembl_id,IC50,smiles,pIC50,molecular_weight,heavy_atoms,rotatable_bonds,n_hba,n_hbd,logp,reos_fulfilled
564,CHEMBL4852596,8.407,O=C(Cn1c(=O)c(Cc2ccccc2)nc2ccccc21)NNC(=S)Nc1ccccc1,8.075358952582837,443.1415959120001,32,5,5,3,3.0051000000000005,True
565,CHEMBL2336349,8.41,O=C(/C=C/c1ccc(O)cc1)Nc1ccc(F)cc1,8.075204004202089,257.085206844,19,3,2,2,3.183200000000001,True
568,CHEMBL3617401,8.6,CC(C)ON([C@H](CCNS(C)(=O)=O)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,8.065501548756432,485.129042204,32,11,7,3,1.4976000000000023,True
569,CHEMBL1090647,8.6,CC(=O)NCC[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)NO,8.065501548756432,391.120191772,27,8,5,4,1.0321,True
571,CHEMBL252426,8.8,CC(C)N(C)[C@@H](CN(c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)S(C)(=O)=O)C(=O)NO,8.05551732784983,489.1545265919999,33,9,6,2,3.4779000000000018,True
572,CHEMBL3752564,8.85,COc1ccc(-c2ccc(S(=O)(=O)NC(C(C)C)P(=O)(O)O)cc2)cc1,8.053056729302174,399.0905450539999,26,7,4,3,2.800300000000002,True
573,CHEMBL2336347,8.93,O=C(/C=C/c1ccc(O)cc1)Nc1ccccc1F,8.049148541111453,257.085206844,19,3,2,2,3.183200000000001,True
574,CHEMBL5281827,9.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C(=O)NO)ccc3c(C(C)(C)C)cccc23)cc1,8.045757490560675,518.1875430599999,37,7,5,2,5.660400000000005,True
575,CHEMBL34418,9.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)c2c(C(=O)NO)cnc3onc(C)c23)cc1,8.045757490560675,469.105604328,33,7,9,2,2.44932,True
576,CHEMBL514138,9.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(=O)NO)C(C)C)cc1.Cl,8.045757490560675,429.11251954799997,28,8,6,2,2.2329000000000003,True
577,CHEMBL234350,9.0,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccccc3)cc2)CCN(CCc2ccccc2)CC1,8.045757490560675,494.18754306000005,35,9,6,2,4.082900000000003,True
578,CHEMBL276119,9.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3cccc(OC)c3)CC2)cc1,8.045757490560675,434.151157552,30,7,7,2,2.0176999999999987,True
579,CHEMBL3617400,9.0,CC(C)ON([C@H](CCNC(=O)c1ccccc1)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,8.045757490560675,511.1777066479999,36,11,6,3,3.378400000000002,True
580,CHEMBL80361,9.0,COc1ccc(S(=O)(=O)C(C)(CC2CCCCC2)C(=O)NO)cc1,8.045757490560675,355.1453439,24,6,5,2,2.7034000000000002,True
581,CHEMBL78299,9.0,COc1ccc(S(=O)(=O)C(C)(Cc2ccc(OCCN3CCCCC3)cc2)C(=O)NO)cc1,8.045757490560675,476.198107744,33,10,7,2,2.8404000000000007,True
582,CHEMBL316332,9.0,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CSC)NC(=O)C(S)CCN1C(=O)CCC1=O,8.045757490560675,494.16576206,33,12,7,4,0.14520000000000022,True
583,CHEMBL1916205,9.0,Cc1ccc(-c2ccc(S(=O)(=O)N[C@@H]3CC=CCN(O)C3=O)s2)cc1,8.045757490560675,378.070799056,25,4,5,2,2.54812,True
584,CHEMBL76888,9.0,COc1ccc(S(=O)(=O)C(CC=C(C)C)(Cc2cccnc2)C(=O)NO)cc1,8.045757490560675,404.140592868,28,8,6,2,2.7071000000000005,True
585,CHEMBL1946142,9.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCN(c3cccc(F)n3)CC2)C(=O)N1,8.045757490560675,475.1655824040001,35,5,7,2,2.3964999999999996,True
586,CHEMBL310655,9.1,COc1ccc(S(=O)(=O)N2CCCN(C(=O)OC(C)(C)C)CC2C(=O)NO)cc1,8.040958607678906,429.156971204,29,4,7,2,1.2007000000000005,True
588,CHEMBL2336351,9.19,O=C(/C=C/c1ccc(O)cc1)Nc1ccc(Cl)cc1,8.036684488613888,273.05565630399997,19,3,2,2,3.6975000000000016,True
589,CHEMBL322412,9.2,COc1ccc(S(=O)(=O)N2CC(C)(C)C(COCc3ccccc3)[C@@H]2C(=O)NO)cc1,8.036212172654444,448.16680761599997,31,8,6,2,2.4326999999999996,True
590,CHEMBL310340,9.2,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1,8.036212172654444,357.12460845600003,24,7,6,2,1.6937999999999998,True
591,CHEMBL310649,9.2,COc1ccc(S(=O)(=O)N2CCCN(C(=O)N[C@@H](C)c3ccccc3)CC2C(=O)NO)cc1,8.036212172654444,476.17295561599997,33,6,6,3,1.7364000000000002,True
592,CHEMBL4878125,9.301,O=c1c(Cc2ccccc2)nc2ccccc2n1CC(O)CO,8.03147035562516,310.13174243599997,23,5,5,2,1.3404999999999998,True
593,CHEMBL2336350,9.34,O=C(/C=C/c1ccc(O)cc1)Nc1ccccc1Cl,8.029653123769906,273.05565630399997,19,3,2,2,3.6975000000000016,True
594,CHEMBL211036,9.7,CCCc1ccc(C#Cc2ccc(SC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,8.013228265733755,483.1504292799999,35,8,4,1,5.270500000000005,True
595,CHEMBL74151,9.7,O=CN(O)C(CSc1cccs1)CS(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,8.013228265733755,533.024834956,34,11,8,1,5.221200000000004,True
596,CHEMBL75154,10.0,CC1(C)NC(=O)N(CC(CS(=O)(=O)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)N(O)C=O)C1=O,8.0,513.118141084,35,8,6,2,2.6927000000000003,True
597,CHEMBL267178,10.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(=O)NO)C(C)C)cc1,8.0,393.135841836,27,8,6,2,1.8110999999999997,True
598,CHEMBL222934,10.0,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(Br)cc3)CC2)cc1,8.0,524.098055128,32,9,6,2,3.941900000000003,True
599,CHEMBL80969,10.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1,8.0,404.140592868,28,6,6,2,2.0090999999999988,True
602,CHEMBL372914,10.0,O=C1NC(=O)C(c2ccc(Oc3ccc(Br)cc3)cc2)(N2CCN(c3ccc(I)cc3)CC2)C(=O)N1,8.0,659.9869152840001,36,5,6,2,4.2295000000000025,True
603,CHEMBL78255,10.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(Br)cc3)CC2)cc1,8.0,482.05110493600006,29,6,6,2,2.7716000000000003,True
605,CHEMBL319887,10.0,COc1ccc(S(=O)(=O)N(CC#CCN2CCN(C)CC2)c2c(C)cc(Br)cc2C(=O)NO)cc1,8.0,564.104203128,35,7,7,2,2.33122,True
606,CHEMBL101413,10.0,COc1ccc(S(=O)(=O)N(C)c2c(Cn3ccnc3)cccc2C(=O)NO)cc1,8.0,416.11544074,29,7,7,2,1.8840999999999999,True
607,CHEMBL419648,10.0,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(C)CC2)cc1,8.0,370.15624293200005,25,7,6,2,1.609,True
608,CHEMBL466059,10.0,CCOc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(=O)O)C3CCN(C(=O)OC(C)C)CC3)s2)cc1,8.0,510.1494433,34,9,7,2,3.8023000000000025,True
609,CHEMBL129795,10.0,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,8.0,256.073558864,19,3,4,3,2.699500000000001,True
610,CHEMBL2203638,10.0,CCCCCCCCC1(Cc2ccc(OC)cc2)C(=O)NC(=O)NC1=O,8.0,360.204907376,26,10,4,2,3.340700000000001,True
611,CHEMBL2336361,10.26,O=C(/C=C/c1ccccc1)Nc1ccc(F)cc1,7.988852639224202,241.090292224,18,3,1,1,3.4776000000000016,True
612,CHEMBL306412,10.4,CNC(=O)[C@H](NC(=O)[C@@H](CC(=O)NO)CC(C)C)C(C)(C)C,7.982966660701219,315.21580640800005,22,7,4,4,0.8210999999999995,True
613,CHEMBL1998736,10.58,O=C(/C=C/c1ccccc1)Nc1ccccc1F,7.975514332300833,241.090292224,18,3,1,1,3.4776000000000016,True
614,CHEMBL18614,11.0,COc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,7.958607314841775,428.004154744,25,5,5,2,2.7102200000000005,True
615,CHEMBL287823,11.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C(=O)NO)cnc3cc(C(F)(F)F)ccc23)cc1,7.958607314841775,531.1075764,37,7,6,2,4.7767000000000035,True
616,CHEMBL36021,11.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C(=O)NO)cnc3ccc(C(F)(F)F)cc23)cc1,7.958607314841775,531.1075764,37,7,6,2,4.7767000000000035,True
617,CHEMBL1916214,11.0,Cc1ccc(-c2ccc(S(=O)(=O)N(CCN3CCOCC3)[C@@H]3CC=CCN(O)C3=O)s2)cc1,7.958607314841775,491.154863028,33,7,7,1,2.592720000000001,True
618,CHEMBL80183,11.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(-c4cccs4)cc3)CC2)cc1,7.958607314841775,486.128313932,33,7,7,2,3.7376000000000023,True
619,CHEMBL418053,11.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C(=O)NO)cnc3cc(Br)ccc23)cc1,7.958607314841775,541.03070384,34,7,6,2,4.520400000000003,True
621,CHEMBL94357,11.0,CC#CCOc1ccc(S(=O)(=O)N(C)[C@@H](C(=O)NO)C(C)C)cc1,7.958607314841775,354.124942804,24,7,5,2,1.2391999999999996,True
622,CHEMBL1916207,11.0,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H]3CC=CCN(O)C3=O)s2)cc1,7.958607314841775,394.0657136759999,26,5,6,2,2.2483000000000004,True
624,CHEMBL298846,11.0,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)Nc1ccccc1,7.958607314841775,386.141261564,27,8,4,5,1.3192999999999986,True
625,CHEMBL98061,11.0,CC#CCOc1ccc(S(=O)(=O)N(C)[C@@H](C(=O)NO)c2ccc(OCCNC)cc2)cc1,7.958607314841775,461.162056584,32,11,7,3,1.5541000000000007,True
626,CHEMBL320383,11.0,CCN(CC)CC#CCN(c1c(C)cccc1C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,7.958607314841775,459.18279202799994,32,9,6,2,2.66312,True
627,CHEMBL2385443,11.0,COc1ccc(C(=O)Nc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)cc2)cc1,7.958607314841775,493.130756456,35,9,5,4,3.4030000000000014,True
628,CHEMBL311304,11.0,COc1ccc(S(=O)(=O)C(C)(CC=C(C)C)C(=O)NO)cc1,7.958607314841775,327.114043772,22,6,5,2,2.0892999999999997,True
630,CHEMBL187092,11.0,C[C@@]1(O)CCCN(S(=O)(=O)c2ccc(OCc3ccc(F)cc3Cl)cc2)[C@H]1C(=O)NO,7.958607314841775,472.087113324,31,6,6,3,2.4676,True
631,CHEMBL488617,11.0,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NNS(=O)(=O)c1ccc2ccccc2c1)CC(C)C,7.958607314841775,577.2358902199999,41,12,5,5,3.156500000000002,True
632,CHEMBL76673,11.0,COc1ccc(S(=O)(=O)C(C)(Cc2ccccc2)C(=O)NO)cc1,7.958607314841775,349.098393708,24,6,5,2,1.9756999999999998,True
634,CHEMBL19623,11.0,CNC(=O)[C@@H](NC(=O)[C@H](CCc1ccccc1)CC(=O)NO)c1ccccc1,7.958607314841775,383.18450628,28,9,4,4,1.7343999999999993,True
635,CHEMBL5199189,11.3,COc1ccc(-c2cn(-c3ccc(S(=O)(=O)C4(C(=O)NO)CCOCC4)cc3)nn2)cc1,7.94692155651658,458.126005424,32,6,9,2,1.7711999999999994,True
636,CHEMBL83368,11.7,COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCN(C(=O)OC(C)C)CC3)cc2)cc1,7.931814138253838,490.17737229999994,34,8,6,2,3.3507000000000016,True
637,CHEMBL74812,12.0,Cn1c(C(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)N(O)C=O)cc2ccccc21,7.920818753952375,534.1072420520001,37,9,7,1,5.231800000000004,True
638,CHEMBL126923,12.0,O=C(O)[C@H]1[C@H](CN2C(=O)c3ccccc3C2=O)CC[C@@H]1SCCc1ccc(-c2ccccc2)cc1,7.920818753952375,485.166079344,35,8,4,1,5.404900000000005,True
639,CHEMBL1916204,12.0,O=C1[C@H](NS(=O)(=O)c2ccc(Oc3ccncc3)cc2)CC=CCN1O,7.920818753952375,375.088891644,26,5,6,2,1.6984999999999997,True
641,CHEMBL16520,12.0,CNC(=O)[C@@H](NC(=O)[C@@H](CC(=O)NO)CC(C)C)C(C)(C)C,7.920818753952375,315.21580640800005,22,7,4,4,0.8210999999999995,True
642,CHEMBL345244,12.0,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)NC(C)c1ccccc1,7.920818753952375,515.2420211559999,38,11,5,3,4.160800000000004,True
643,CHEMBL48368,12.0,O=C(O)[C@@H](Cc1ccccc1)NS(=O)(=O)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,7.920818753952375,457.134779216,33,8,3,2,4.994800000000004,True
644,CHEMBL382975,12.0,CC#CCOc1ccc(S(=O)(=O)N2CCSC(C)(C)C2C(=O)NO)cc1,7.920818753952375,398.09701380399997,26,5,6,2,1.4787999999999997,True
645,CHEMBL76856,12.0,COc1ccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(OC)cc3)CC2)cc1,7.920818753952375,434.151157552,30,7,7,2,2.0176999999999996,True
646,CHEMBL111856,12.0,O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,7.920818753952375,410.094785548,28,6,6,3,1.9508999999999999,True
647,CHEMBL429927,12.0,Cc1ccc(Oc2ccc(N(C[C@@H](O)C(=O)NO)S(C)(=O)=O)cc2)cc1,7.920818753952375,380.1042073599999,26,7,6,3,1.4196199999999994,True
648,CHEMBL2063433,12.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCC(CCO)CC2)C(=O)N1,7.920818753952375,423.1794209,31,6,6,3,2.1346,True
649,CHEMBL16650,12.0,CCCCCCC[C@H](C[C@@H](O)CS)C(=O)N[C@H](C(=O)NC)C(C)(C)C,7.920818753952375,374.260314076,25,12,4,4,2.9208000000000007,True
650,CHEMBL3585765,12.3,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@H](CCF)C(=O)NO)cc1,7.910094888560602,397.11076995999997,27,9,6,2,1.5146999999999995,True
651,CHEMBL2336335,12.59,O=C(/C=C/c1ccccc1)Nc1ccc(Cl)cc1,7.899974269892137,257.060741684,18,3,1,1,3.991900000000003,True
652,CHEMBL1812929,13.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)C3CC3)CC2)C(=O)N1,7.886056647693163,462.190319932,34,5,6,2,1.9844999999999997,True
653,CHEMBL362678,13.0,CC(C)ON([C@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,7.886056647693163,406.156242932,28,8,5,2,3.2143000000000015,True
654,CHEMBL97908,13.0,COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)C3CCCCC3)CC2C(=O)NO)cc1,7.886056647693163,487.17770664799997,34,5,6,2,2.6870000000000003,True
655,CHEMBL403089,13.0,CO[C@H](CN(c1ccc(Oc2ccc(C)cc2)cc1)S(C)(=O)=O)C(=O)NO,7.886056647693163,394.1198574239999,27,8,6,2,2.07372,True
656,CHEMBL312770,13.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CCCc3ccccc3)CC2)cc1,7.886056647693163,432.171892996,30,8,6,2,2.441699999999999,True
657,CHEMBL76674,13.0,CCN(CC)CCOc1ccc(CC(C)(C(=O)NO)S(=O)(=O)c2ccc(OC)cc2)cc1,7.886056647693163,464.1981077439999,32,12,7,2,2.696300000000001,True
660,CHEMBL2311772,13.0,CCCC(=O)N1CCCN(C2(c3ccc(Oc4ccccc4)cc3)C(=O)NC(=O)NC2=O)CC1,7.886056647693163,464.20596999599996,34,6,6,2,2.3746,True
661,CHEMBL5276809,13.0,O=C(O)[C@H]1[C@H](CN2C(=O)c3ccccc3C2=O)CC[C@@H]1SCc1ccc(-c2ccc(Cl)cc2)cc1,7.886056647693163,505.111456928,35,7,4,1,6.015800000000006,True
662,CHEMBL311368,13.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C(=O)NO)cccc2[N+](=O)[O-])cc1,7.886056647693163,457.09437094799995,32,8,7,2,3.1179000000000006,True
663,CHEMBL340455,13.0,O=C(O)[C@H]1[C@H](CN2C(=O)c3ccccc3C2=O)CC[C@@H]1SCCc1ccc(-c2ccc(Cl)cc2)cc1,7.886056647693163,519.127106992,36,8,4,1,6.058300000000006,True
664,CHEMBL124514,13.0,CCCCCCN(C)C(=O)N1CCN(S(=O)(=O)c2ccc(Br)cc2)C(C(=O)NO)C1,7.886056647693163,504.10420312800005,30,8,5,2,2.2615000000000007,True
665,CHEMBL1088878,13.0,CC#CCOc1ccc(S(=O)(=O)N(CC(C)C)[C@H](CCN2C(=O)c3ccccc3C2=O)C(=O)NO)cc1,7.886056647693163,527.172621268,37,11,7,2,2.2957,True
666,CHEMBL323612,13.0,CC(C)(NS(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1)C(=O)NO,7.886056647693163,368.084220864,25,6,5,3,2.1803,True
667,CHEMBL76137,13.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(-c4ccccc4)cc3)CC2)cc1,7.886056647693163,480.171892996,34,7,6,2,3.6761000000000017,True
669,CHEMBL5436337,13.0,Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc3)n2)s1,7.886056647693163,421.076612708,28,7,7,2,3.1610200000000015,True
670,CHEMBL4789542,13.0,COc1ccc([S+]([O-])N2C[C@H](NC(=O)C(C)(C)C)C[C@@H]2C(=O)NO)cc1,7.886056647693163,383.1514919,26,5,6,3,0.8284000000000008,True
671,CHEMBL3792940,13.52,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1cccc(N)c1)CC(C)C,7.869023308394382,463.258339916,34,10,4,5,3.214500000000001,True
672,CHEMBL1981977,13.87,O=C(/C=C/c1ccccc1)Nc1ccccc1Cl,7.857923538926715,257.060741684,18,3,1,1,3.991900000000002,True
673,CHEMBL312100,13.9,COCCOC(=O)N1CCC(C(C(=O)O)N(C)S(=O)(=O)c2ccc(-c3ccc(OC)cc3)cc2)CC1,7.856985199745905,520.187936984,36,10,7,1,2.930900000000001,True
674,CHEMBL256066,13.9,COc1ccc(Oc2ccc(S(=O)(=O)Cn3cccc(O)c3=O)s2)cc1,7.856985199745905,393.0340792,26,6,8,1,2.8477000000000006,True
675,CHEMBL298699,14.0,Cc1ccc(C#Cc2ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)s2)cc1,7.853871964321762,377.07555008800006,25,5,4,2,2.843820000000001,True
676,CHEMBL351888,14.0,CNC(=O)C(NC(=O)[C@H](CC(C)C)N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)c1ccccc1,7.853871964321762,558.2478348079999,41,12,6,4,2.8869000000000007,True
677,CHEMBL1812933,14.0,O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCCN(C(=O)C3CCC3)CC2)C(=O)N1,7.853871964321762,476.205969996,35,5,6,2,2.3746,True
679,CHEMBL252826,14.0,CS(=O)(=O)N(C[C@H](O)C(=O)NO)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,7.853871964321762,434.07594192400006,29,7,6,3,2.13,True
680,CHEMBL316298,14.0,CC#CCOc1ccc(S(=O)(=O)N(C)C(CSCc2cccnc2)C(=O)NO)cc1,7.853871964321762,449.107912836,30,10,7,2,1.9115999999999997,True
681,CHEMBL211007,14.0,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,7.853871964321762,483.05433597599995,33,7,5,1,3.920200000000003,True
682,CHEMBL279964,14.0,CNC(=O)[C@@H](NC(=O)[C@@H](CC(=O)NO)CC(C)C)c1ccccc1,7.853871964321762,335.18450628000005,24,8,4,4,1.1476999999999997,True
683,CHEMBL1812920,14.0,CC(=O)N1CCN(C2(c3ccc(Oc4ccccc4)cc3)C(=O)NC(=O)NC2=O)CC1,7.853871964321762,422.15901980399997,31,4,6,2,1.2042999999999997,True
684,CHEMBL80321,14.0,CCC(CC)Oc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1,7.853871964321762,460.203193124,32,9,6,2,3.5679000000000016,True
685,CHEMBL436324,14.0,CC#CCOc1ccc(S(=O)(=O)N2CCNCC2C(=O)NO)cc1,7.853871964321762,353.104541708,24,5,6,3,-0.4433999999999987,True
686,CHEMBL100134,14.0,CCN(CC)CC#CCN(c1c(C)cc(Br)cc1C(=O)NO)S(=O)(=O)c1ccc(OC)cc1,7.853871964321762,537.0933040959999,33,9,6,2,3.425620000000002,True
687,CHEMBL5287905,14.0,Cc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)s2)cc1,7.853871964321762,377.07555008800006,25,5,4,2,2.843820000000001,True
688,CHEMBL371600,14.0,NCCN1CCN(C2(c3ccc(Oc4ccc(Br)cc4)cc3)C(=O)NC(=O)NC2=O)CC1,7.853871964321762,501.10116634799994,32,6,7,3,1.3790000000000002,True
689,CHEMBL458649,14.4,CC(C)CC(C(=O)N(C)C(Cc1ccccc1)C(=O)O)C(CSc1ccccc1)C(=O)NO,7.84163750790475,472.20319312399994,33,12,5,3,3.7169000000000016,True
690,CHEMBL542088,15.0,Cl.O=C(c1ccncc1)c1ccc(S(=O)(=O)CC(CCCc2ccccc2)C(=O)NO)cc1,7.823908740944319,488.11727058,33,10,6,2,3.6526000000000014,True
691,CHEMBL307079,15.0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)c2c(C)cc(C)cc2C(=O)NO)cc1,7.823908740944319,441.135841836,31,7,6,2,3.221540000000001,True
692,CHEMBL421699,15.0,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C(=O)NO)cc(OC)nc2OC)cc1,7.823908740944319,473.12567107599995,33,9,8,2,2.621900000000001,True
694,CHEMBL1812961,15.0,Cc1cc(NS(=O)(=O)c2cccc(C(=O)N3CCCN(C4(c5ccc(Oc6ccccc6)cc5)C(=O)NC(=O)NC4=O)CC3)c2)no1,7.823908740944319,658.18458292,47,8,10,3,2.98552,True
695,CHEMBL75702,15.0,COc1ccc(S(=O)(=O)C(C)(Cc2ccc(OCCN(C(C)C)C(C)C)cc2)C(=O)NO)cc1,7.823908740944319,492.229407872,34,12,7,2,3.473300000000001,True
696,CHEMBL57056,15.0,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccc(-n2cccc2)nc1,7.823908740944319,437.15216059600004,31,9,6,4,1.1132999999999988,True
697,CHEMBL208966,15.0,N#Cc1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,7.823908740944319,474.0885572959999,34,7,6,1,3.1384800000000013,True
698,CHEMBL278060,15.0,C#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(=O)NO)cc1,7.823908740944319,452.004154744,27,6,5,2,2.7136200000000006,True
699,CHEMBL348826,15.0,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)NCc1cccc(F)c1,7.823908740944319,519.2169492799999,38,11,5,3,3.738900000000002,True
700,CHEMBL118848,15.6,COc1ccc(S(=O)(=O)N2CC3(CN(S(=O)(=O)c4ccc(OC)cc4)C2C(=O)NO)SCCCS3)cc1,7.806875401645538,589.0680988239999,37,7,10,2,1.7968999999999997,True
701,CHEMBL160969,16.0,Cc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)cc2)cc1,7.795880017344075,458.13002818399997,33,6,3,3,3.8503200000000017,True
702,CHEMBL76488,16.0,COc1ccc(S(=O)(=O)C(C)(C/C=C/c2ccccc2)C(=O)NO)cc1,7.795880017344075,375.114043772,26,7,5,2,2.8365,True
703,CHEMBL1957602,16.0,O=C(NO)[C@@H]1CSCN1S(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1,7.795880017344075,414.01109126,26,5,6,2,2.7013000000000007,True
704,CHEMBL5177819,16.0,CC(C)ON([C@@H](CCNC(=O)OCc1ccccc1)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,7.795880017344075,541.1882713319999,38,12,7,3,3.8748000000000022,True
705,CHEMBL362651,16.0,CC(C)ON([C@H](CCNC(=O)OCc1ccccc1)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,7.795880017344075,541.1882713319999,38,12,7,3,3.8748000000000022,True
706,CHEMBL1916206,16.0,O=C1[C@H](NS(=O)(=O)c2ccc(-c3ccc(Cl)cc3)s2)CC=CCN1O,7.795880017344075,398.0161766400001,25,4,5,2,2.8931000000000004,True
707,CHEMBL309416,16.0,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(F)cc3)CC2)cc1,7.795880017344075,422.131171056,29,6,6,2,2.148199999999999,True
708,CHEMBL1812921,16.0,CN1CCN(C2(c3ccc(Oc4ccccc4)cc3)C(=O)NC(=O)NC2=O)CC1,7.795880017344075,394.164105184,29,4,6,2,1.2875999999999996,True
709,CHEMBL339610,16.0,CSc1ccc(-c2ccc(S[C@H]3CC[C@@H](Cn4c(=O)nc5ccccn5c4=O)[C@@H]3C(=O)O)cc2)cc1,7.795880017344075,519.12864828,36,7,8,1,4.5168000000000035,True
710,CHEMBL103442,16.0,O=C(NO)C(CCN1C(=O)c2ccccc2S1(=O)=O)COc1ccc(-c2ccccc2)cc1,7.795880017344075,466.119857424,33,8,6,2,3.088800000000001,True
711,CHEMBL160232,16.0,CSc1ccc(C(=O)Nc2ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc2)cc1,7.795880017344075,422.09701380399997,28,8,5,3,3.048300000000002,True
712,CHEMBL257070,16.4,O=c1c(O)cccn1CS(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1,7.785156151952302,391.02812122800003,26,5,6,1,3.431000000000002,True
713,CHEMBL347138,17.0,COc1ccc(-n2nnc(-c3ccc(S(=O)(=O)N[C@H](Cc4c[nH]c5ccccc45)C(=O)O)cc3)n2)cc1,7.769551078621726,518.137238804,37,9,8,3,2.793400000000001,True
714,CHEMBL124265,17.0,CCCCCCN1CCN(S(=O)(=O)c2ccc(OC)cc2)C(C(=O)NO)C1,7.769551078621726,399.182792028,27,9,6,2,1.4558000000000006,True
